,waypoint_from,waypoint_to,room_from,room_to,type_from,type_to,changed_rooms
99,1,2,0,0,2,2,1
100,2,3,0,0,2,1,1
101,3,4,0,0,1,0,1
102,4,5,0,0,0,2,1
103,5,6,0,0,2,2,1
104,6,8,0,0,2,2,1
105,8,1,0,0,2,2,1
106,1,2,0,0,2,2,1
107,2,7,0,0,2,0,1
108,7,0,0,0,0,2,1
109,0,8,0,0,2,2,1
110,8,5,0,0,2,2,1
111,5,3,0,0,2,1,1
112,3,4,0,0,1,0,1
113,4,20,0,2,0,0,1
114,20,18,2,2,0,2,1
115,18,19,2,2,2,2,1
116,19,21,2,2,2,1,1
117,21,22,2,2,1,2,1
118,22,23,2,2,2,2,1
119,23,24,2,2,2,2,1
120,24,25,2,2,2,0,1
121,25,26,2,2,0,2,1
122,26,19,2,2,2,2,1
123,19,22,2,2,2,2,1
124,22,20,2,2,2,0,1
125,20,4,2,0,0,0,1
126,4,0,0,0,0,2,1
127,0,1,0,0,2,2,1
128,1,2,0,0,2,2,1
129,2,3,0,0,2,1,1
130,3,5,0,0,1,2,1
131,5,6,0,0,2,2,1
132,6,7,0,0,2,0,1
133,7,8,0,0,0,2,1
134,8,0,0,0,2,2,1
135,0,2,0,0,2,2,1
136,2,4,0,0,2,0,1
137,4,20,0,2,0,0,1
138,20,18,2,2,0,2,1
139,18,19,2,2,2,2,1
140,19,21,2,2,2,1,1
141,21,22,2,2,1,2,1
142,22,23,2,2,2,2,1
143,23,24,2,2,2,2,1
144,24,25,2,2,2,0,1
145,25,26,2,2,0,2,1
146,26,23,2,2,2,2,1
147,23,22,2,2,2,2,1
148,22,20,2,2,2,0,1
149,20,4,2,0,0,0,1
150,4,0,0,0,0,2,1
151,0,1,0,0,2,2,1
152,1,2,0,0,2,2,1
153,2,3,0,0,2,1,1
154,3,5,0,0,1,2,1
155,5,6,0,0,2,2,1
156,6,7,0,0,2,0,1
157,7,8,0,0,0,2,1
158,8,0,0,0,2,2,1
159,0,6,0,0,2,2,1
160,6,4,0,0,2,0,1
161,4,20,0,2,0,0,1
162,20,18,2,2,0,2,1
163,18,19,2,2,2,2,1
164,19,21,2,2,2,1,1
165,21,22,2,2,1,2,1
166,22,23,2,2,2,2,1
167,23,24,2,2,2,2,1
168,24,25,2,2,2,0,1
169,25,26,2,2,0,2,1
170,26,25,2,2,2,0,1
171,25,28,2,3,0,0,1
172,28,27,3,3,0,2,1
173,27,29,3,3,2,0,1
174,29,13,3,1,0,0,1
175,13,9,1,1,0,2,1
176,9,10,1,1,2,0,1
177,10,7,1,0,0,0,1
178,7,0,0,0,0,2,1
179,0,1,0,0,2,2,1
180,1,2,0,0,2,2,1
181,2,3,0,0,2,1,1
182,3,4,0,0,1,0,1
183,4,5,0,0,0,2,1
184,5,6,0,0,2,2,1
185,6,8,0,0,2,2,1
186,8,5,0,0,2,2,1
187,5,6,0,0,2,2,1
188,6,7,0,0,2,0,1
189,7,0,0,0,0,2,1
190,0,1,0,0,2,2,1
191,1,2,0,0,2,2,1
192,2,3,0,0,2,1,1
193,3,4,0,0,1,0,1
194,4,20,0,2,0,0,1
195,20,18,2,2,0,2,1
196,18,19,2,2,2,2,1
197,19,21,2,2,2,1,1
198,21,22,2,2,1,2,1
199,22,23,2,2,2,2,1
200,23,24,2,2,2,2,1
201,24,25,2,2,2,0,1
202,25,26,2,2,0,2,1
203,26,22,2,2,2,2,1
204,22,19,2,2,2,2,1
205,19,20,2,2,2,0,1
206,20,4,2,0,0,0,1
207,4,0,0,0,0,2,1
208,0,1,0,0,2,2,1
209,1,2,0,0,2,2,1
210,2,3,0,0,2,1,1
211,3,5,0,0,1,2,1
212,5,6,0,0,2,2,1
213,6,7,0,0,2,0,1
214,7,8,0,0,0,2,1
215,8,0,0,0,2,2,1
216,0,7,0,0,2,0,1
217,7,4,0,0,0,0,1
218,4,20,0,2,0,0,1
219,20,18,2,2,0,2,1
220,18,19,2,2,2,2,1
221,19,21,2,2,2,1,1
222,21,22,2,2,1,2,1
223,22,23,2,2,2,2,1
224,23,24,2,2,2,2,1
225,24,25,2,2,2,0,1
226,25,26,2,2,0,2,1
227,26,18,2,2,2,2,1
228,18,21,2,2,2,1,1
229,21,20,2,2,1,0,1
230,20,4,2,0,0,0,1
231,4,0,0,0,0,2,1
232,0,1,0,0,2,2,1
233,1,2,0,0,2,2,1
234,2,3,0,0,2,1,1
235,3,5,0,0,1,2,1
236,5,6,0,0,2,2,1
237,6,7,0,0,2,0,1
238,7,8,0,0,0,2,1
239,8,2,0,0,2,2,1
240,2,3,0,0,2,1,1
241,3,4,0,0,1,0,1
242,4,0,0,0,0,2,1
243,0,1,0,0,2,2,1
244,1,3,0,0,2,1,1
245,3,4,0,0,1,0,1
246,4,5,0,0,0,2,1
247,5,6,0,0,2,2,1
248,6,7,0,0,2,0,1
249,7,8,0,0,0,2,1
250,8,2,0,0,2,2,1
251,2,0,0,0,2,2,1
252,0,5,0,0,2,2,1
253,5,1,0,0,2,2,1
254,1,3,0,0,2,1,1
255,3,7,0,0,1,0,1
256,7,4,0,0,0,0,1
257,4,20,0,2,0,0,1
258,20,18,2,2,0,2,1
259,18,19,2,2,2,2,1
260,19,21,2,2,2,1,1
261,21,22,2,2,1,2,1
262,22,23,2,2,2,2,1
263,23,24,2,2,2,2,1
264,24,25,2,2,2,0,1
265,25,26,2,2,0,2,1
266,26,18,2,2,2,2,1
267,18,25,2,2,2,0,1
